ID,X1,X2,X3,X4,X5,Y
12459,21,09,18,08,13,124
12460,16,11,19,13,13,124
12461,16,11,19,13,13,124
12462,15,09,20,08,15,124
12463,15,09,20,08,15,124
12464,16,11,19,07,14,124
12465,16,11,19,07,14,124
12466,19,09,19,08,14,124
12467,19,09,19,08,14,124
12468,19,09,19,07,14,124
12469,19,09,19,07,14,124
12470,18,09,21,08,15,124
12471,18,09,21,08,15,124
12472,17,08,19,08,13,124
12473,17,08,19,08,13,124
12474,15,14,13,12,11,124
12475,15,14,13,12,11,124
12476,16,18,14,12,11,124
12477,18,17,13,13,11,124
12478,18,17,13,13,11,124
12479,16,16,13,10,11,124
12480,16,16,13,10,11,124
12481,16,18,19,12,07,124
12482,17,17,20,14,07,124
12483,17,17,20,14,07,124
12484,17,15,18,14,08,124
12485,17,15,18,14,08,124
12486,19,20,17,12,06,124
12487,19,20,17,12,06,124
12488,18,16,14,13,06,124
12489,18,16,14,13,06,124
12490,18,15,13,14,07,124
12491,18,15,13,14,07,124
12492,18,16,15,13,07,124
12493,18,16,15,13,07,124
12494,17,14,12,12,06,124
12495,14,11,14,09,12,124
12496,21,09,18,08,13,124
12497,21,09,18,08,13,124
12498,16,11,19,13,13,124
12499,16,11,19,13,13,124
12500,15,09,20,08,10,124
12501,22,15,19,14,05,125
12502,21,14,21,14,05,125
12503,21,14,21,14,05,125
12504,20,14,22,14,06,125
12505,20,16,15,14,06,125
12506,19,21,13,15,05,125
12507,22,19,14,13,06,125
12508,22,19,14,13,05,125
12509,22,19,14,13,05,125
12510,23,19,15,13,05,125
12511,23,19,15,13,05,125
12512,22,19,15,13,04,125
12513,19,15,14,16,15,125
12514,20,14,15,17,14,125
12515,16,13,13,18,17,125
12516,18,14,16,19,19,125
12517,18,14,16,19,20,125
12518,18,14,16,19,20,125
12519,22,20,15,12,05,125
12520,24,18,15,11,04,125
12521,25,20,15,11,06,125
12522,25,20,15,11,06,125
12523,25,19,15,11,05,125
12524,25,19,15,11,05,125
12525,27,20,14,11,06,125
12526,27,20,14,11,06,125
12527,26,19,15,11,07,125
12528,25,20,16,11,07,125
12529,25,20,16,11,07,125
12530,25,20,15,11,07,125
12531,25,20,15,11,07,125
12532,26,20,15,11,07,125
12533,15,14,19,21,18,125
12534,17,13,18,24,10,125
12535,17,13,18,24,10,125
12536,18,13,15,16,14,125
12537,18,13,15,16,14,125
12538,18,15,14,17,17,125
12539,18,15,14,17,17,125
12540,18,14,15,19,16,125
12541,16,15,14,17,18,125
12542,18,15,12,13,12,125
12543,24,14,13,20,16,125
12544,24,14,13,20,16,125
12545,24,14,11,19,16,125
12546,24,14,11,19,16,125
12547,25,15,12,19,14,125
12548,17,11,11,19,16,125
12549,17,11,11,19,16,125
12550,19,10,11,19,17,125
12551,19,10,11,19,17,125
12552,19,10,10,21,18,125
12553,19,10,10,21,18,125
12554,19,10,09,21,17,125
12555,19,10,09,21,17,125
12556,19,13,11,22,14,125
12557,19,13,11,22,14,125
12558,19,11,11,21,17,125
12559,19,11,11,21,17,125
12560,19,13,11,19,15,125
12561,19,13,11,19,15,125
12562,20,11,09,20,18,125
12563,18,18,10,21,13,125
12564,16,14,10,20,15,125
12565,16,14,10,20,15,125
12566,17,15,11,23,16,125
12567,17,15,11,23,16,125
12568,19,14,13,20,17,125
12569,19,14,13,20,17,125
12570,18,15,13,24,14,125
12571,18,15,13,24,14,125
12572,17,14,13,24,14,125
12573,17,14,13,24,14,125
12574,18,13,11,17,10,125
12575,19,14,13,15,08,125
12576,17,15,13,14,08,125
12577,19,12,12,14,07,125
12578,20,13,12,17,10,125
12579,17,13,10,15,07,125
12580,20,12,10,16,07,125
12581,18,13,10,14,09,125
12582,18,14,13,15,10,125
12583,18,12,12,17,10,125
12584,20,12,13,17,09,125
12585,19,12,13,15,07,125
12586,20,13,11,16,09,125
12587,19,14,12,17,10,125
12588,17,12,13,17,07,125
12589,17,15,13,15,09,125
12590,19,14,12,16,09,125
12591,17,13,11,17,09,125
12592,18,13,10,15,10,125
12593,17,13,10,15,09,125
12594,20,12,12,16,09,125
12595,19,15,10,17,08,125
12596,20,15,13,15,10,125
12597,18,14,12,16,08,125
12598,20,15,11,17,07,125
12599,20,15,12,16,07,125
12600,19,13,12,17,08,125
12601,18,14,17,17,09,126
12602,17,13,20,16,07,126
12603,17,13,20,16,07,126
12604,19,13,20,16,07,126
12605,16,14,21,14,07,126
12606,16,17,17,16,07,126
12607,19,15,16,18,08,126
12608,18,15,16,17,08,126
12609,17,14,17,17,08,126
12610,17,14,17,17,08,126
12611,15,14,17,15,06,126
12612,13,14,17,15,06,126
12613,13,14,17,15,06,126
12614,14,14,17,15,06,126
12615,14,14,17,15,06,126
12616,12,15,16,16,06,126
12617,12,15,16,16,06,126
12618,14,15,15,15,06,126
12619,18,14,14,16,06,126
12620,18,14,14,16,06,126
12621,15,15,14,17,06,126
12622,15,14,14,18,06,126
12623,15,15,13,20,05,126
12624,16,13,11,17,07,126
12625,16,13,11,17,07,126
12626,16,13,15,16,07,126
12627,16,13,15,16,07,126
12628,16,11,15,17,08,126
12629,16,11,12,17,07,126
12630,16,11,12,17,07,126
12631,15,10,14,17,07,126
12632,15,10,14,17,07,126
12633,15,11,15,18,08,126
12634,15,11,15,18,08,126
12635,14,12,18,19,07,126
12636,14,12,18,19,07,126
12637,16,12,14,24,07,126
12638,16,12,16,24,08,126
12639,16,12,16,24,08,126
12640,15,13,15,24,08,126
12641,15,13,15,24,08,126
12642,16,13,14,19,07,126
12643,16,13,14,19,07,126
12644,23,13,15,19,07,126
12645,17,16,15,20,06,126
12646,15,11,18,15,08,126
12647,18,14,19,22,07,126
12648,16,14,14,19,06,126
12649,17,14,17,19,07,126
12650,16,15,16,22,07,126
12651,16,15,16,22,07,126
12652,18,14,23,23,07,126
12653,18,15,15,21,07,126
12654,18,15,15,21,07,126
12655,19,15,15,22,07,126
12656,21,10,09,11,12,126
12657,21,10,10,11,12,126
12658,21,10,10,11,12,126
12659,20,10,08,10,12,126
12660,20,10,08,10,12,126
12661,21,12,11,11,10,126
12662,21,12,11,11,10,126
12663,19,11,09,11,11,126
12664,19,11,09,11,11,126
12665,19,09,11,11,12,126
12666,19,09,11,11,12,126
12667,21,11,11,11,12,126
12668,21,11,11,11,12,126
12669,20,12,13,16,15,126
12670,20,12,13,16,15,126
12671,21,12,12,16,14,126
12672,21,12,12,16,14,126
12673,20,12,15,16,13,126
12674,20,12,15,16,13,126
12675,19,10,10,11,12,126
12676,19,10,10,11,12,126
12677,19,13,13,18,13,126
12678,19,13,13,18,13,126
12679,21,13,12,16,14,126
12680,21,13,12,16,14,126
12681,20,12,11,14,13,126
12682,20,12,11,14,13,126
12683,20,11,12,14,10,126
12684,20,11,12,14,10,126
12685,22,11,11,17,14,126
12686,19,10,10,11,12,126
12687,19,10,10,11,12,126
12688,19,13,13,18,13,126
12689,19,13,13,18,13,126
12690,21,13,12,16,14,126
12691,21,13,12,16,14,126
12692,20,12,11,14,13,126
12693,18,14,14,16,06,126
12694,18,14,14,16,06,126
12695,15,15,14,17,06,126
12696,15,14,14,18,06,126
12697,15,15,13,20,05,126
12698,16,13,11,17,07,126
12699,16,13,11,17,07,126
12700,16,13,15,16,07,126
12701,11,08,20,22,06,127
12702,10,08,20,19,05,127
12703,10,08,20,19,05,127
12704,11,08,20,20,06,127
12705,11,08,20,20,06,127
12706,11,09,20,20,06,127
12707,11,09,20,20,06,127
12708,12,09,12,14,06,127
12709,14,13,22,13,10,127
12710,14,12,23,13,16,127
12711,14,12,23,13,13,127
12712,12,13,21,14,15,127
12713,14,12,23,14,14,127
12714,14,12,23,14,15,127
12715,14,12,23,14,16,127
12716,14,12,23,14,14,127
12717,15,12,23,14,16,127
12718,14,13,22,14,24,127
12719,14,12,20,15,16,127
12720,14,12,20,15,18,127
12721,13,12,20,15,17,127
12722,14,12,22,16,18,127
12723,14,12,22,16,20,127
12724,14,13,20,14,17,127
12725,14,13,20,14,17,127
12726,13,14,20,14,18,127
12727,14,14,21,14,17,127
12728,14,14,21,14,17,127
12729,15,12,18,14,15,127
12730,15,12,18,14,15,127
12731,14,12,20,15,16,127
12732,14,12,20,15,16,127
12733,14,11,19,16,15,127
12734,14,11,19,16,15,127
12735,13,06,21,17,12,127
12736,10,10,19,18,12,127
12737,10,10,19,18,12,127
12738,12,10,19,21,13,127
12739,12,10,19,21,13,127
12740,13,05,19,19,13,127
12741,13,05,19,19,13,127
12742,12,10,20,16,13,127
12743,12,10,20,16,13,127
12744,12,10,21,18,13,127
12745,12,10,21,18,13,127
12746,09,09,17,19,12,127
12747,09,09,17,19,12,127
12748,13,09,20,21,13,127
12749,13,09,20,21,13,127
12750,10,09,17,20,12,127
12751,10,09,17,20,12,127
12752,15,04,10,20,13,127
12753,15,04,07,16,13,127
12754,15,04,07,16,13,127
12755,15,04,10,17,10,127
12756,15,04,10,17,10,127
12757,15,03,11,15,12,127
12758,15,03,11,15,12,127
12759,16,04,10,14,12,127
12760,16,04,10,14,12,127
12761,17,04,13,13,11,127
12762,17,04,13,13,11,127
12763,16,04,12,14,13,127
12764,16,04,12,14,13,127
12765,15,04,12,14,13,127
12766,15,04,12,14,13,127
12767,16,04,12,12,11,127
12768,16,04,12,12,11,127
12769,16,04,10,13,13,127
12770,16,04,10,13,13,127
12771,16,04,12,12,12,127
12772,16,04,12,12,12,127
12773,15,04,13,12,11,127
12774,15,04,13,12,11,127
12775,16,03,19,12,13,127
12776,16,03,19,12,13,127
12777,17,03,20,11,13,127
12778,17,03,20,11,13,127
12779,17,03,21,11,13,127
12780,17,03,21,11,13,127
12781,16,03,20,12,13,127
12782,16,03,20,12,13,127
12783,16,04,20,12,11,127
12784,16,04,20,12,11,127
12785,11,06,16,14,10,127
12786,11,06,16,14,10,127
12787,13,09,20,21,13,127
12788,13,09,20,21,13,127
12789,10,09,17,20,12,127
12790,10,09,17,20,12,127
12791,15,04,10,20,13,127
12792,15,04,07,16,13,127
12793,15,04,07,16,13,127
12794,15,04,10,17,10,127
12795,15,04,10,17,10,127
12796,15,04,10,17,10,127
12797,15,04,10,17,10,127
12798,15,03,11,15,12,127
12799,15,03,11,15,12,127
12800,16,04,10,14,12,127
12801,15,12,14,11,14,128
12802,14,11,11,09,13,128
12803,14,11,11,09,13,128
12804,15,11,13,11,13,128
12805,15,11,13,11,13,128
12806,15,12,11,11,13,128
12807,15,12,11,11,13,128
12808,16,12,14,10,13,128
12809,16,12,14,10,13,128
12810,15,12,16,10,13,128
12811,15,12,16,10,13,128
12812,16,11,15,11,14,128
12813,16,11,15,11,14,128
12814,17,13,16,12,14,128
12815,17,13,16,12,14,128
12816,16,12,18,11,15,128
12817,16,12,18,11,15,128
12818,17,12,18,12,15,128
12819,17,12,18,12,15,128
12820,16,12,19,13,15,128
12821,16,12,19,13,15,128
12822,14,12,18,13,14,128
12823,14,12,18,13,14,128
12824,12,11,18,12,13,128
12825,12,11,18,12,13,128
12826,15,11,18,11,14,128
12827,15,11,18,11,14,128
12828,11,11,17,12,14,128
12829,11,11,17,12,14,128
12830,15,10,18,12,13,128
12831,15,10,18,12,13,128
12832,20,09,16,11,15,128
12833,21,10,17,13,15,128
12834,21,10,17,13,14,128
12835,22,10,16,12,13,128
12836,22,10,16,12,13,128
12837,21,10,15,14,14,128
12838,21,10,15,15,15,128
12839,20,11,16,14,14,128
12840,20,11,16,14,14,128
12841,19,10,13,14,14,128
12842,19,10,13,14,14,128
12843,18,10,14,12,14,128
12844,18,10,14,12,14,128
12845,19,11,15,13,14,128
12846,19,11,15,13,14,128
12847,18,11,16,13,14,128
12848,18,11,16,13,14,128
12849,15,11,18,15,14,128
12850,15,11,18,15,14,128
12851,18,11,18,14,15,128
12852,18,11,18,14,15,128
12853,17,11,18,15,14,128
12854,17,11,18,15,14,128
12855,18,11,15,15,12,128
12856,17,12,18,14,14,128
12857,17,12,18,14,14,128
12858,16,09,15,13,12,128
12859,12,11,15,13,12,128
12860,13,09,13,14,14,128
12861,12,09,14,14,14,128
12862,14,11,13,12,13,128
12863,15,12,13,12,12,128
12864,12,12,14,12,12,128
12865,16,10,14,13,14,128
12866,13,11,13,11,14,128
12867,13,09,14,11,14,128
12868,16,11,13,12,14,128
12869,15,10,15,13,14,128
12870,16,09,15,13,14,128
12871,13,12,15,13,12,128
12872,12,11,15,14,14,128
12873,16,10,14,12,12,128
12874,16,10,15,14,13,128
12875,12,12,15,13,12,128
12876,16,10,14,12,13,128
12877,13,12,13,13,13,128
12878,13,10,13,13,13,128
12879,13,09,13,13,13,128
12880,15,12,15,12,12,128
12881,16,11,15,14,12,128
12882,16,10,13,12,13,128
12883,16,09,15,13,12,128
12884,16,09,14,11,14,128
12885,16,09,14,14,14,128
12886,15,10,14,13,12,128
12887,14,11,13,14,14,128
12888,16,10,15,14,14,128
12889,15,10,13,11,13,128
12890,13,10,14,14,13,128
12891,12,11,13,13,12,128
12892,12,11,15,11,12,128
12893,14,10,15,11,14,128
12894,14,09,13,14,13,128
12895,14,12,13,13,12,128
12896,13,09,15,14,14,128
12897,15,09,13,14,14,128
12898,14,10,14,13,13,128
12899,14,09,13,12,14,128
12900,16,11,13,12,13,128
12901,15,08,15,12,09,129
12902,13,09,17,13,10,129
12903,13,09,17,13,10,129
12904,16,05,16,12,07,129
12905,16,05,16,12,07,129
12906,16,09,17,12,08,129
12907,16,09,17,12,08,129
12908,15,08,17,11,09,129
12909,15,08,17,11,09,129
12910,17,07,17,12,09,129
12911,17,07,17,12,09,129
12912,16,07,16,12,10,129
12913,16,07,16,12,10,129
12914,12,07,15,11,08,129
12915,12,07,15,11,08,129
12916,17,07,14,13,09,129
12917,17,07,14,13,09,129
12918,16,07,16,12,09,129
12919,16,07,16,12,09,129
12920,16,08,10,10,09,129
12921,16,08,10,10,09,129
12922,16,07,11,13,09,129
12923,16,07,11,13,09,129
12924,17,08,11,13,10,129
12925,17,08,11,13,10,129
12926,17,07,13,13,11,129
12927,17,07,13,13,11,129
12928,17,08,12,13,11,129
12929,17,08,12,13,11,129
12930,18,09,12,12,12,129
12931,18,09,12,12,12,129
12932,18,08,11,14,11,129
12933,18,08,11,14,11,129
12934,17,02,10,13,11,129
12935,17,02,10,13,11,129
12936,17,07,12,13,08,129
12937,17,07,12,13,08,129
12938,17,06,15,12,09,129
12939,17,06,15,12,09,129
12940,16,06,15,12,08,129
12941,16,06,15,12,08,129
12942,18,07,13,11,09,129
12943,18,07,13,11,09,129
12944,17,06,18,13,10,129
12945,17,06,12,12,09,129
12946,17,06,12,12,09,129
12947,17,06,12,11,08,129
12948,19,07,13,13,10,129
12949,18,07,13,13,10,129
12950,19,07,12,12,11,129
12951,17,07,12,12,11,129
12952,19,06,09,10,08,129
12953,19,06,09,10,08,129
12954,18,06,11,13,09,129
12955,18,06,11,13,09,129
12956,17,06,10,14,11,129
12957,17,06,10,14,11,129
12958,15,06,13,13,09,129
12959,15,06,13,13,08,129
12960,16,07,12,11,08,129
12961,13,07,13,13,08,129
12962,16,08,12,13,08,129
12963,16,07,13,12,10,129
12964,16,07,12,12,08,129
12965,16,05,15,13,10,129
12966,13,07,13,11,08,129
12967,15,05,15,13,09,129
12968,16,06,14,12,10,129
12969,14,05,15,13,08,129
12970,13,07,15,12,09,129
12971,16,05,12,13,09,129
12972,16,08,14,12,10,129
12973,14,05,15,13,09,129
12974,13,06,14,13,10,129
12975,16,08,15,11,10,129
12976,14,08,15,11,10,129
12977,13,05,15,12,08,129
12978,14,07,14,13,09,129
12979,15,07,13,12,08,129
12980,15,07,15,12,08,129
12981,15,08,13,12,08,129
12982,15,06,15,12,09,129
12983,14,07,12,12,08,129
12984,13,07,12,12,10,129
12985,13,05,13,12,08,129
12986,13,08,12,13,10,129
12987,16,06,15,12,10,129
12988,14,05,12,12,08,129
12989,16,06,13,11,10,129
12990,16,06,13,11,08,129
12991,15,07,14,11,09,129
12992,16,05,12,11,10,129
12993,16,08,12,12,08,129
12994,16,06,15,13,08,129
12995,14,05,14,11,09,129
12996,15,07,14,12,08,129
12997,16,06,13,13,09,129
12998,16,07,12,12,10,129
12999,15,08,15,13,10,129
13000,16,06,12,13,08,129
13001,18,08,16,22,08,130
13002,18,09,17,19,08,130
13003,22,09,21,19,08,130
13004,17,05,16,21,08,130
13005,17,05,16,21,08,130
13006,16,10,17,21,08,130
13007,16,10,17,21,08,130
13008,16,10,17,19,07,130
13009,16,10,17,19,07,130
13010,17,10,16,19,08,130
13011,17,10,16,19,08,130
13012,21,09,12,13,08,130
13013,13,07,13,09,07,130
13014,13,07,13,09,07,130
13015,14,07,13,09,11,130
13016,14,07,13,09,11,130
13017,14,07,14,11,07,130
13018,14,07,14,11,07,130
13019,13,07,15,08,07,130
13020,13,07,15,08,07,130
13021,13,06,16,08,11,130
13022,13,06,16,08,11,130
13023,15,07,19,09,07,130
13024,15,07,19,09,07,130
13025,12,07,18,04,10,130
13026,12,07,18,04,10,130
13027,15,06,16,10,09,130
13028,15,06,16,10,09,130
13029,15,06,19,11,09,130
13030,15,06,19,11,09,130
13031,15,02,21,04,09,130
13032,15,02,20,04,09,130
13033,14,06,18,11,07,130
13034,14,06,18,11,07,130
13035,15,06,18,08,12,130
13036,15,06,18,08,12,130
13037,14,07,20,08,12,130
13038,14,07,20,08,12,130
13039,15,06,19,09,12,130
13040,15,06,20,09,12,130
13041,14,06,23,09,12,130
13042,14,06,22,09,12,130
13043,14,07,19,10,12,130
13044,14,07,21,10,12,130
13045,15,06,22,09,12,130
13046,15,06,22,09,12,130
13047,15,06,24,10,13,130
13048,15,06,20,10,13,130
13049,16,07,19,10,13,130
13050,16,07,22,10,13,130
13051,16,06,18,09,13,130
13052,16,06,22,09,13,130
13053,16,07,20,10,13,130
13054,16,07,19,10,13,130
13055,16,06,22,09,12,130
13056,16,06,17,09,12,130
13057,15,07,18,09,12,130
13058,15,07,22,09,12,130
13059,15,06,19,12,13,130
13060,15,06,19,12,13,130
13061,16,06,22,09,13,130
13062,16,06,22,09,13,130
13063,16,06,16,10,12,130
13064,16,06,15,10,12,130
13065,16,06,17,10,12,130
13066,16,06,18,10,12,130
13067,16,06,22,10,12,130
13068,16,06,19,10,12,130
13069,17,07,20,10,13,130
13070,17,07,22,10,13,130
13071,17,07,22,10,13,130
13072,17,07,23,10,13,130
13073,17,14,17,13,15,130
13074,17,14,17,13,15,130
13075,18,13,14,10,14,130
13076,18,13,14,10,14,130
13077,16,13,14,10,14,130
13078,16,13,14,10,14,130
13079,18,14,13,10,13,130
13080,18,14,13,10,14,130
13081,17,14,14,10,14,130
13082,17,14,14,10,14,130
13083,17,14,15,10,14,130
13084,22,14,18,10,15,130
13085,22,13,16,12,15,130
13086,19,13,14,10,12,130
13087,19,13,14,10,12,130
13088,19,13,15,09,13,130
13089,19,13,15,09,11,130
13090,17,10,16,19,08,130
13091,21,09,12,13,08,130
13092,13,07,13,09,07,130
13093,12,07,18,04,10,130
13094,12,07,18,04,10,130
13095,15,06,16,10,09,130
13096,15,06,16,10,09,130
13097,15,06,19,11,09,130
13098,15,06,19,11,09,130
13099,19,13,15,09,11,130
13100,17,10,16,19,08,130
13101,19,17,11,10,13,131
13102,21,17,10,10,14,131
13103,21,17,10,10,14,131
13104,20,18,11,12,14,131
13105,20,18,11,12,14,131
13106,20,18,11,12,14,131
13107,20,18,11,12,14,131
13108,20,18,13,12,16,131
13109,21,18,14,13,16,131
13110,21,18,14,13,16,131
13111,20,17,14,12,17,131
13112,20,17,14,12,17,131
13113,20,17,15,12,17,131
13114,20,17,15,12,17,131
13115,22,17,15,10,17,131
13116,22,17,15,10,17,131
13117,22,17,15,10,17,131
13118,22,17,15,10,17,131
13119,21,16,15,12,17,131
13120,21,16,15,12,17,131
13121,19,17,17,12,16,131
13122,19,17,17,12,16,131
13123,20,18,16,11,16,131
13124,20,18,17,11,16,131
13125,22,18,15,09,17,131
13126,22,18,15,09,17,131
13127,20,18,14,12,17,131
13128,20,18,14,12,17,131
13129,21,17,13,13,17,131
13130,21,17,13,13,17,131
13131,19,12,15,09,17,131
13132,17,16,14,10,14,131
13133,20,17,16,10,14,131
13134,20,17,16,10,14,131
13135,17,18,14,10,13,131
13136,20,18,12,11,17,131
13137,18,18,13,12,13,131
13138,18,21,14,13,13,131
13139,18,21,14,13,13,131
13140,21,20,17,14,13,131
13141,19,19,16,11,14,131
13142,19,19,16,11,14,131
13143,16,18,13,11,12,131
13144,16,18,14,12,13,131
13145,16,18,14,12,13,131
13146,16,19,13,12,12,131
13147,16,19,13,12,12,131
13148,16,18,13,11,15,131
13149,16,18,13,11,15,131
13150,15,18,13,12,12,131
13151,15,18,13,12,12,131
13152,16,20,14,12,13,131
13153,16,20,14,12,13,131
13154,16,18,13,10,13,131
13155,16,18,13,10,13,131
13156,16,20,13,11,13,131
13157,16,20,13,11,13,131
13158,15,19,12,11,12,131
13159,15,19,12,11,12,131
13160,20,17,13,10,14,131
13161,20,17,13,10,14,131
13162,19,16,14,13,13,131
13163,17,15,12,12,14,131
13164,16,18,12,13,14,131
13165,16,17,13,10,13,131
13166,17,15,12,10,13,131
13167,18,18,15,14,12,131
13168,19,17,14,13,12,131
13169,17,17,15,11,14,131
13170,19,18,15,12,12,131
13171,18,16,12,10,13,131
13172,16,15,14,10,12,131
13173,17,16,14,11,14,131
13174,17,15,15,11,14,131
13175,19,16,13,10,14,131
13176,16,15,15,14,13,131
13177,19,18,14,11,14,131
13178,17,18,15,12,14,131
13179,17,15,14,10,14,131
13180,17,17,12,12,12,131
13181,18,15,13,14,13,131
13182,18,17,15,12,14,131
13183,19,17,13,11,14,131
13184,17,15,15,14,14,131
13185,19,15,12,13,13,131
13186,19,18,14,12,13,131
13187,16,18,13,12,14,131
13188,19,17,13,10,14,131
13189,17,18,13,13,13,131
13190,18,18,12,13,14,131
13191,16,17,14,10,13,131
13192,18,15,14,12,14,131
13193,19,18,12,14,12,131
13194,16,16,15,13,12,131
13195,18,15,12,14,13,131
13196,17,16,14,14,14,131
13197,19,16,12,14,12,131
13198,16,15,13,12,14,131
13199,18,15,14,13,13,131
13200,18,18,15,14,12,131
13201,20,20,15,15,15,132
13202,22,19,15,15,16,132
13203,22,19,15,15,16,132
13204,23,20,12,17,17,132
13205,23,20,12,17,17,132
13206,21,20,12,15,16,132
13207,19,20,13,16,16,132
13208,19,20,13,16,16,132
13209,19,20,13,15,15,132
13210,19,20,13,15,15,132
13211,20,19,13,17,16,132
13212,20,19,13,17,16,132
13213,20,19,15,17,15,132
13214,20,19,14,17,15,132
13215,21,19,12,17,15,132
13216,21,20,11,17,15,132
13217,21,20,11,17,15,132
13218,21,20,12,17,16,132
13219,21,20,12,17,16,132
13220,22,19,10,18,14,132
13221,22,19,10,18,14,132
13222,20,21,13,17,15,132
13223,20,21,13,17,15,132
13224,21,22,11,18,17,132
13225,21,22,11,18,17,132
13226,21,20,11,15,13,132
13227,22,23,11,17,15,132
13228,22,23,11,17,15,132
13229,21,24,15,16,17,132
13230,21,24,15,16,17,132
13231,23,23,11,16,16,132
13232,23,23,11,16,16,132
13233,22,22,12,18,14,132
13234,22,22,12,18,14,132
13235,23,23,14,17,16,132
13236,23,23,14,17,16,132
13237,21,20,11,15,13,132
13238,20,20,11,15,13,132
13239,22,23,10,16,14,132
13240,22,23,10,16,14,132
13241,20,22,13,19,15,132
13242,20,22,13,17,15,132
13243,20,22,13,12,15,132
13244,20,22,13,12,15,132
13245,20,20,13,15,18,132
13246,20,20,13,15,18,132
13247,20,20,13,17,16,132
13248,20,20,13,17,16,132
13249,20,22,12,17,15,132
13250,20,22,12,17,15,132
13251,20,21,13,17,12,132
13252,22,21,15,16,15,132
13253,22,21,14,16,15,132
13254,20,22,14,16,14,132
13255,19,22,13,18,16,132
13256,20,22,13,18,16,132
13257,21,22,13,18,16,132
13258,21,22,13,18,16,132
13259,20,18,12,13,14,132
13260,21,18,12,14,15,132
13261,22,19,12,12,15,132
13262,19,18,14,15,15,132
13263,20,18,13,16,12,132
13264,19,19,11,15,15,132
13265,22,18,12,12,15,132
13266,20,19,14,14,12,132
13267,22,19,13,15,15,132
13268,21,18,14,14,15,132
13269,20,19,14,14,15,132
13270,22,18,13,16,13,132
13271,21,19,14,14,13,132
13272,20,18,12,15,12,132
13273,22,19,12,16,15,132
13274,19,19,14,14,13,132
13275,20,18,14,12,14,132
13276,19,19,12,12,12,132
13277,19,19,13,14,12,132
13278,19,17,12,15,14,132
13279,21,18,12,15,13,132
13280,20,17,14,12,14,132
13281,19,19,14,13,14,132
13282,21,17,13,16,12,132
13283,22,17,11,12,12,132
13284,21,19,13,14,12,132
13285,22,17,13,14,14,132
13286,19,18,12,16,15,132
13287,22,18,14,16,14,132
13288,22,18,11,15,12,132
13289,22,18,14,12,15,132
13290,19,18,12,15,13,132
13291,22,19,11,15,12,132
13292,19,17,13,14,13,132
13293,20,17,11,14,13,132
13294,22,17,11,13,12,132
13295,22,17,12,14,14,132
13296,21,18,11,14,15,132
13297,20,19,14,16,15,132
13298,22,17,12,12,14,132
13299,19,18,14,13,15,132
13300,21,18,11,14,13,132
13301,26,20,16,07,12,133
13302,24,20,16,07,12,133
13303,25,19,14,09,12,133
13304,23,19,15,08,12,133
13305,26,19,15,08,12,133
13306,24,19,15,06,11,133
13307,24,19,15,06,11,133
13308,27,19,16,09,13,133
13309,23,17,12,12,15,133
13310,22,17,12,05,15,133
13311,22,17,12,05,15,133
13312,23,18,13,06,14,133
13313,24,19,12,06,19,133
13314,22,19,12,06,16,133
13315,22,19,12,06,16,133
13316,22,19,22,05,17,133
13317,22,19,22,05,17,133
13318,26,18,11,06,17,133
13319,21,18,09,06,15,133
13320,21,18,09,06,15,133
13321,22,20,12,05,15,133
13322,22,20,12,05,15,133
13323,24,18,12,06,15,133
13324,24,18,12,06,15,133
13325,23,20,13,06,14,133
13326,23,20,13,06,14,133
13327,24,20,13,07,14,133
13328,24,20,13,07,14,133
13329,25,20,14,08,16,133
13330,25,18,15,08,14,133
13331,25,19,15,08,14,133
13332,26,19,14,09,15,133
13333,26,20,15,08,13,133
13334,23,18,16,06,15,133
13335,25,18,15,08,14,133
13336,24,19,15,07,14,133
13337,23,19,15,07,14,133
13338,24,18,15,06,13,133
13339,22,18,15,06,13,133
13340,24,18,15,06,13,133
13341,21,17,13,07,13,133
13342,24,19,12,07,14,133
13343,24,19,12,07,14,133
13344,23,19,14,07,13,133
13345,23,19,14,07,13,133
13346,24,17,14,07,13,133
13347,22,17,14,07,13,133
13348,23,18,14,07,13,133
13349,23,18,14,07,13,133
13350,24,16,14,06,13,133
13351,24,16,14,06,13,133
13352,24,16,13,07,13,133
13353,22,16,13,07,13,133
13354,24,17,14,06,13,133
13355,24,17,14,06,13,133
13356,23,17,13,07,13,133
13357,23,17,13,07,13,133
13358,24,17,15,07,13,133
13359,19,18,16,08,11,133
13360,20,17,15,07,12,133
13361,20,17,15,07,12,133
13362,21,17,17,07,12,133
13363,21,17,17,07,12,133
13364,20,16,15,09,12,133
13365,20,16,15,09,12,133
13366,21,16,17,10,12,133
13367,21,16,17,10,12,133
13368,20,15,16,09,12,133
13369,21,15,16,09,12,133
13370,21,15,17,10,13,133
13371,21,15,17,10,13,133
13372,22,14,14,10,14,133
13373,22,14,16,09,14,133
13374,22,14,16,09,14,133
13375,22,13,17,11,14,133
13376,22,14,16,11,14,133
13377,21,14,16,10,14,133
13378,21,13,18,11,14,133
13379,21,13,18,11,14,133
13380,22,13,18,10,14,133
13381,22,13,18,10,14,133
13382,20,12,24,10,13,133
13383,20,12,23,10,13,133
13384,20,12,24,11,13,133
13385,20,12,22,11,13,133
13386,19,18,16,08,11,133
13387,20,17,15,07,12,133
13388,20,17,15,07,12,133
13389,21,17,17,07,12,133
